trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2632,False,"{'a': 0.050731457114253586, 'e': 0.005147361481870702}",30,8,34.70556516194545,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.0506807002660133, 'e': 0.005137066758906961}",20,15,8.708864046919588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.05062999420002508, 'e': 0.0051267926253891465}",25,15,16.89545394797501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.05057933886548127, 'e': 0.005116539040138368}",20,6,24.344905232047225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.05052873421162503, 'e': 0.005106305962058091}",25,15,21.372532781044622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.050478180187750306, 'e': 0.005096093350133975}",20,13,14.118592347305647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.050427676743201776, 'e': 0.005085901163433707}",25,15,22.275666113366874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.050377223827374806, 'e': 0.00507572936110684}",25,16,18.44768578129286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.05032682138971538, 'e': 0.005065577902384626}",25,10,24.438978005219088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.05027646937972006, 'e': 0.005055446746579857}",20,8,21.82888295032481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.050226167746935946, 'e': 0.005045335853086697}",20,0,30.630805793022997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2643,False,"{'a': 0.050175916440960616, 'e': 0.005035245181380524}",25,11,27.41132522696543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.050125715411442076, 'e': 0.005025174691017763}",20,9,20.997043540803364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.050075564608078695, 'e': 0.005015124341635728}",20,9,16.174007572213497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.05002546398061919, 'e': 0.005005094092952456}",20,14,12.392046404961539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.04997541347886254, 'e': 0.004995083904766552}",20,10,18.49302180048441,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.049925413052657956, 'e': 0.004985093736957018}",25,18,13.317990761759521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.04987546265190482, 'e': 0.0049751235494831045}",20,12,17.091186371653567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.04982556222655264, 'e': 0.004965173302384138}",35,17,31.307955159819755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.04977571172660101, 'e': 0.00495524295577937}",20,11,17.43378887652387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.049725911102099535, 'e': 0.0049453324698678115}",25,15,13.472393315935344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.04967616030314781, 'e': 0.004935441804928076}",20,16,7.182540581683426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.04962645927989534, 'e': 0.00492557092131822}",30,13,24.808784306513548,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.049576807982541514, 'e': 0.004915719779475584}",20,2,29.496080704997045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.04952720636133555, 'e': 0.004905888339916633}",30,24,11.142931595867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.04947765436657643, 'e': 0.004896076563236799}",20,7,26.73273872433172,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.04942815194861287, 'e': 0.004886284410110325}",20,6,24.677109944196967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.04937869905784328, 'e': 0.0048765118412901045}",25,3,38.7412502509475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.049329295644715644, 'e': 0.004866758817607524}",30,20,15.592117914418399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.049279941659727586, 'e': 0.004857025299972309}",25,13,24.78744124266206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.049230637053426216, 'e': 0.004847311249372365}",25,14,19.916976969244363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.049181381776408135, 'e': 0.00483761662687362}",25,3,33.71787397276925,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.049132175779319366, 'e': 0.004827941393619873}",20,6,27.861761646986274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.04908301901285532, 'e': 0.004818285510832633}",30,19,21.758148790931077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.04903391142776073, 'e': 0.004808648939810968}",30,22,17.13589563023943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.04898485297482961, 'e': 0.004799031641931346}",25,17,14.609459385551254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.0489358436049052, 'e': 0.004789433578647483}",30,16,26.391287195216616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.048886883268879945, 'e': 0.004779854711490188}",25,16,16.130883726473037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.04883797191769539, 'e': 0.004770295002067207}",25,15,18.117013666160098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.048789109502342186, 'e': 0.004760754412063073}",20,3,30.060818961232894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.04874029597386, 'e': 0.0047512329032389465}",20,9,19.370546620918464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.048691531283337496, 'e': 0.004741730437432468}",20,12,13.93362745445767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.04864281538191228, 'e': 0.004732246976557604}",25,17,18.52931170043617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.04859414822077082, 'e': 0.0047227824826044885}",20,15,10.460200780420505,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2676,False,"{'a': 0.04854552975114846, 'e': 0.00471333691763928}",20,11,15.695867199584333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.048496959924329286, 'e': 0.004703910243804002}",20,9,17.369953842484826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.04844843869164616, 'e': 0.004694502423316394}",20,13,16.13419751838573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.04839996600448063, 'e': 0.004685113418469761}",20,3,29.504530025405334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.04835154181426287, 'e': 0.004675743191632821}",20,2,29.036020914435195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.04830316607247166, 'e': 0.004666391705249556}",30,22,14.770050980897821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.048254838730634346, 'e': 0.004657058921839057}",35,22,25.711999212510804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.048206559740326727, 'e': 0.004647744803995379}",20,2,31.099585197041126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.04815832905317308, 'e': 0.004638449314387388}",30,12,36.05996740870403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.04811014662084607, 'e': 0.004629172415758613}",20,9,22.032342896686856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.04806201239506673, 'e': 0.004619914070927096}",30,9,38.28646309260407,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.04801392632760438, 'e': 0.004610674242785242}",30,16,26.70848356884442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.0479658883702766, 'e': 0.0046014528942996714}",25,8,29.960150126614014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.04791789847494917, 'e': 0.004592249988511072}",25,12,23.99205728437626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.047869956593536045, 'e': 0.00458306548853405}",25,4,32.169218881638606,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.04782206267799927, 'e': 0.004573899357556982}",25,13,24.434581182096252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.04777421668034897, 'e': 0.0045647515588418675}",30,20,20.118986061006197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 0.04772641855264327, 'e': 0.004555622055724184}",25,8,26.499750333729708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.04767866824698827, 'e': 0.0045465108116127355}",30,15,25.50435089125333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.04763096571553799, 'e': 0.00453741778998951}",25,11,12.56179419919987,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2696,False,"{'a': 0.047583310910494295, 'e': 0.004528342954409531}",25,15,18.010887177920473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.04753570378410691, 'e': 0.004519286268500712}",25,17,15.667834458545556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.04748814428867331, 'e': 0.0045102476959637105}",35,18,33.56188475418349,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.0474406323765387, 'e': 0.004501227200571783}",25,15,20.208713841700693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.047393168000095964, 'e': 0.0044922247461706396}",20,8,22.918282415688793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.04734575111178562, 'e': 0.0044832402966782986}",20,12,15.655254119850824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.04729838166409577, 'e': 0.004474273816084942}",25,15,18.29904244421122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.04725105960956205, 'e': 0.004465325268452772}",20,14,13.250213257884198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.04720378490076758, 'e': 0.004456394617915867}",20,6,29.54525150029283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.04715655749034293, 'e': 0.004447481828680035}",25,17,17.27593647377774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.04710937733096604, 'e': 0.004438586865022675}",30,20,21.659390720112963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.04706224437536224, 'e': 0.0044297096912926295}",20,16,8.406903197975078,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.04701515857630411, 'e': 0.004420850271910044}",25,13,22.053187208447778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.046968119886611516, 'e': 0.0044120085713662245}",30,13,28.81450342687004,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.046921128259151505, 'e': 0.004403184554223492}",25,16,16.79106065717969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.04687418364683829, 'e': 0.004394378185115045}",20,7,22.24763516043034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.0468272860026332, 'e': 0.0043855894287448145}",35,12,43.04998152865204,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 0.04678043527954461, 'e': 0.004376818249887325}",20,14,12.373241813858183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.046733631430627934, 'e': 0.00436806461338755}",25,19,10.541906001977571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.04668687440898552, 'e': 0.004359328484160775}",20,13,13.918749299068212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.04664016416776668, 'e': 0.0043506098271924535}",20,0,30.0056177108343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2717,False,"{'a': 0.046593500660167556, 'e': 0.004341908607538069}",30,18,20.81985344609029,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.04654688383943115, 'e': 0.004333224790322993}",35,8,44.78256714139302,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.04650031365884722, 'e': 0.004324558340742347}",25,13,24.377683543704812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.04645379007175228, 'e': 0.004315909224060862}",20,1,31.162234283896087,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.04640731303152952, 'e': 0.0043072774056127396}",20,12,15.107771634499432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.046360882491608774, 'e': 0.004298662850801514}",30,17,23.65964370199452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.04631449840546647, 'e': 0.0042900655250999115}",30,12,32.721008305250635,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.04626816072662556, 'e': 0.004281485394049712}",30,17,26.41870286752482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.04622186940865553, 'e': 0.004272922423261613}",25,14,20.64148889244555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.04617562440517231, 'e': 0.0042643765784150895}",25,13,23.031013783309362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.04612942566983822, 'e': 0.004255847825258259}",20,6,24.737876456256778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.046083273156361966, 'e': 0.004247336129607743}",25,9,29.124952897666784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.046037166818498544, 'e': 0.004238841457348527}",25,10,28.818858112624646,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.045991106610049244, 'e': 0.0042303637744338304}",35,18,31.16054157883059,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.045945092484861554, 'e': 0.004221903046884963}",25,17,11.625787610208276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.045899124396829145, 'e': 0.004213459240791193}",35,18,29.876154612034917,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.04585320229989183, 'e': 0.0042050323223096105}",25,11,27.939038101775562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.04580732614803549, 'e': 0.0041966222576649915}",25,11,27.931586068780994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.04576149589529205, 'e': 0.004188229013149662}",25,11,21.956800135652617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.04571571149573942, 'e': 0.004179852555123363}",25,14,24.530037833653246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.045669972903501464, 'e': 0.004171492850013116}",25,15,19.897103873660843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.04562428007274794, 'e': 0.0041631498643130895}",25,12,25.47023468932758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.04557863295769446, 'e': 0.004154823564584464}",20,8,25.55710765524673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.04553303151260245, 'e': 0.004146513917455295}",20,13,14.259430091289671,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.04548747569177907, 'e': 0.004138220889620384}",25,12,25.96672930167605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.045441965449577244, 'e': 0.0041299444478411435}",30,20,21.65467348762774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.045396500740395515, 'e': 0.0041216845589454616}",30,12,34.4908251518985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.04535108151867809, 'e': 0.004113441189827571}",25,13,25.12370561554032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.04530570773891473, 'e': 0.0041052143074479155}",20,7,24.78139505299187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.04526037935564073, 'e': 0.0040970038788330195}",25,11,24.518940249691,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.04521509632343689, 'e': 0.004088809871075353}",20,12,16.955919804308074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 0.04516985859692945, 'e': 0.004080632251333202}",25,15,18.438578359524424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.04512466613079002, 'e': 0.004072470986830536}",20,13,14.561655373769415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.04507951887973559, 'e': 0.004064326044856874}",20,6,27.29667649209153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.04503441679852844, 'e': 0.004056197392767161}",20,8,22.647713474034344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.04498935984197611, 'e': 0.0040480849979816266}",35,23,25.618129987619714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.04494434796493138, 'e': 0.004039988827985663}",20,13,10.806401733011183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.044899381122292165, 'e': 0.004031908850329692}",20,11,14.270314612576293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2755,False,"{'a': 0.044854459269001515, 'e': 0.004023845032629032}",20,14,12.900409461258121,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.044809582360047576, 'e': 0.004015797342563774}",30,20,19.05592920731597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.04476475035046351, 'e': 0.004007765747878646}",25,17,16.674460358092198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.04471996319532748, 'e': 0.003999750216382889}",25,19,14.4781993052801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.04467522084976259, 'e': 0.0039917507159501235}",25,20,8.918322949182544,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.04463052326893683, 'e': 0.0039837672145182235}",20,13,14.1995549846181,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.04458587040806306, 'e': 0.003975799680089187}",25,0,40.76937975533343,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2762,False,"{'a': 0.04454126222239895, 'e': 0.003967848080729008}",20,0,31.547365831166577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2763,False,"{'a': 0.04449669866724693, 'e': 0.00395991238456755}",20,6,26.770253451736327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.044452179697954154, 'e': 0.003951992559798415}",25,20,8.839173278121976,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.04440770526991244, 'e': 0.003944088574678818}",20,12,15.468280269384502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.044363275338558245, 'e': 0.00393620039752946}",25,11,27.540243382167418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.044318889859372615, 'e': 0.003928327996734401}",20,14,9.676376650034417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.04427454878788113, 'e': 0.003920471340740933}",25,15,21.337519968418217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2769,False,"{'a': 0.04423025207965387, 'e': 0.003912630398059451}",30,12,21.03707909213064,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2770,False,"{'a': 0.044185999690305365, 'e': 0.003904805137263332}",30,22,15.693396813433537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2771,False,"{'a': 0.04414179157549456, 'e': 0.0038969955269888053}",25,18,13.071136373269134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.044097627690924755, 'e': 0.003889201535934828}",30,14,29.04729286980228,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.044053507992343574, 'e': 0.003881423132862958}",20,10,18.319890581982335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2774,False,"{'a': 0.04400943243554291, 'e': 0.003873660286597232}",20,14,11.482592931706215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.043965400976358884, 'e': 0.0038659129660240377}",25,8,29.74117120069718,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.04392141357067182, 'e': 0.0038581811400919897}",20,10,19.92923733171245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.04387747017440617, 'e': 0.003850464777811806}",30,8,42.97872038561721,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.043833570743530476, 'e': 0.0038427638482561822}",20,11,20.37731719711904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2779,False,"{'a': 0.04378971523405736, 'e': 0.00383507832055967}",20,16,9.292623159498607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2780,False,"{'a': 0.04374590360204342, 'e': 0.0038274081639185506}",20,7,20.03326606832283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.04370213580358924, 'e': 0.0038197533475907135}",20,3,29.388236711138482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.043658411794839334, 'e': 0.0038121138408955322}",20,8,20.342804018573425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2783,False,"{'a': 0.043614731531982066, 'e': 0.0038044896132137414}",25,14,22.398101404843363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2784,False,"{'a': 0.043571094971249655, 'e': 0.003796880633987314}",25,6,35.05026881516429,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2785,False,"{'a': 0.0435275020689181, 'e': 0.0037892868727193393}",20,8,21.326528046169784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2786,False,"{'a': 0.04348395278130716, 'e': 0.0037817082989739007}",25,13,24.516109856714515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2787,False,"{'a': 0.043440447064780265, 'e': 0.003774144882375953}",25,15,20.514477091091564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2788,False,"{'a': 0.04339698487574454, 'e': 0.003766596592611201}",30,16,22.564522041437975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2789,False,"{'a': 0.043353566170650705, 'e': 0.003759063399425979}",25,15,17.640123564864222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2790,False,"{'a': 0.04331019090599306, 'e': 0.003751545272627127}",30,18,20.425160387306025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2791,False,"{'a': 0.0432668590383094, 'e': 0.0037440421820818725}",20,10,18.04069907100383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 0.04322357052418107, 'e': 0.003736554097717709}",25,15,21.669346143997988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2793,False,"{'a': 0.04318032532023279, 'e': 0.0037290809895222737}",30,18,23.493204818997597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2794,False,"{'a': 0.043137123383132706, 'e': 0.003721622827543229}",20,9,16.546173212270723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
