trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
512,False,"{'a': 0.4235489132281285, 'e': 0.35878736379345744}",25,15,18.06891353269214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4231251523284042, 'e': 0.3580697890658705}",30,0,-42.46168843648786,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
514,False,"{'a': 0.42270181540167223, 'e': 0.35735364948773873}",20,0,13.174246938059778,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
515,False,"{'a': 0.42227890202374735, 'e': 0.35663894218876324}",25,13,-0.10790444738761562,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.42185641177086886, 'e': 0.3559256643043857}",20,13,10.347073670860038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.42143434421969983, 'e': 0.3552138129757769}",20,11,3.384084757063018,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.42101269894732707, 'e': 0.35450338534982534}",20,0,-29.87498992849824,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
519,False,"{'a': 0.4205914755312605, 'e': 0.3537943785791257}",20,14,-0.5246649917030106,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.42017067354943244, 'e': 0.35308678982196745}",20,6,11.565184298598552,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.4197502925801979, 'e': 0.35238061624232353}",30,0,-75.46134387599467,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
522,False,"{'a': 0.41933033220233357, 'e': 0.3516758550098389}",20,0,21.741102436968674,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
523,False,"{'a': 0.41891079199503756, 'e': 0.3509725032998192}",20,6,-16.893081840981274,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.41849167153792893, 'e': 0.35027055829321957}",25,7,-12.819722362822692,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
525,False,"{'a': 0.41807297041104746, 'e': 0.3495700171766331}",25,9,-63.4756656140491,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
526,False,"{'a': 0.417654688194853, 'e': 0.3488708771422798}",20,8,-18.83913338711296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.41723682447022536, 'e': 0.34817313538799527}",30,16,-38.36159885105322,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
528,False,"{'a': 0.41681937881846337, 'e': 0.3474767891172193}",20,6,24.61048691317352,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.4164023508212849, 'e': 0.34678183553898484}",20,14,-30.048110710489848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
530,False,"{'a': 0.4159857400608264, 'e': 0.34608827186790686}",20,0,-42.087502026237516,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
531,False,"{'a': 0.4155695461196423, 'e': 0.34539609532417104}",25,0,-4.047526296866399,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
532,False,"{'a': 0.41515376858070474, 'e': 0.3447053031335227}",30,0,-80.56185415342946,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
533,False,"{'a': 0.41473840702740306, 'e': 0.3440158925272557}",25,17,5.994910482584904,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.41432346104354334, 'e': 0.3433278607422012}",20,6,-28.47512779270395,"{0: 9, 1: 4, 2: 0, 3: 1, 4: 0}",1
535,False,"{'a': 0.41390893021334824, 'e': 0.34264120502071677}",25,11,23.52794697743996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.4134948141214563, 'e': 0.3419559226106753}",25,0,-48.58436371308655,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
537,False,"{'a': 0.4130811123529215, 'e': 0.34127201076545394}",30,22,14.39838994765455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4126678244932133, 'e': 0.34058946674392304}",30,19,17.594528813473886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.41225495012821567, 'e': 0.3399082878104352}",30,19,14.785103304468773,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.4118424888442269, 'e': 0.3392284712348143}",25,13,-4.065835996897351,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.4114304402279592, 'e': 0.33855001429234466}",25,0,-9.364412018864394,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
542,False,"{'a': 0.41101880386653844, 'e': 0.33787291426376}",25,7,-51.98597895065178,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
543,False,"{'a': 0.4106075793475033, 'e': 0.33719716843523245}",25,12,-28.11332450745159,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
544,False,"{'a': 0.41019676625880536, 'e': 0.336522774098362}",20,8,-2.5877298027165363,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.4097863641888083, 'e': 0.33584972855016526}",20,8,-40.54336006510908,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
546,False,"{'a': 0.40937637272628774, 'e': 0.33517802909306493}",20,12,12.325065152568804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.4089667914604307, 'e': 0.3345076730348788}",25,17,17.66294424623862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4085576199808352, 'e': 0.33383865768880905}",20,9,2.278783352065579,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.4081488578775098, 'e': 0.3331709803734314}",20,0,-72.6828447501531,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
550,False,"{'a': 0.4077405047408735, 'e': 0.3325046384126845}",20,5,-30.176292218816638,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
551,False,"{'a': 0.4073325601617548, 'e': 0.3318396291358591}",20,13,5.469300995251332,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.4069250237313917, 'e': 0.3311759498775874}",20,2,27.38418968828262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.40651789504143127, 'e': 0.33051359797783225}",20,5,-23.572130457815135,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
554,False,"{'a': 0.4061111736839289, 'e': 0.3298525707818766}",20,0,-40.730812379177365,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.40570485925134836, 'e': 0.3291928656403128}",25,0,-65.86647903720858,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
556,False,"{'a': 0.4052989513365611, 'e': 0.3285344799090322}",20,16,7.766435784984514,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.4048934495328457, 'e': 0.32787741094921413}",25,0,-10.00035644541422,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
558,False,"{'a': 0.40448835343388795, 'e': 0.3272216561273157}",25,16,-35.04318224194755,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.40408366263378, 'e': 0.32656721281506107}",25,1,-17.603523454424703,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 0}",1
560,False,"{'a': 0.40367937672702014, 'e': 0.32591407838943093}",25,12,21.182051253250858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.4032754953085124, 'e': 0.32526225023265204}",30,0,13.127914644485,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
562,False,"{'a': 0.4028720179735661, 'e': 0.3246117257321867}",25,10,-17.699103149312652,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
563,False,"{'a': 0.40246894431789537, 'e': 0.3239625022807223}",20,8,-44.12804357094283,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.40206627393761896, 'e': 0.32331457727616086}",20,6,1.767795023109736,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.4016640064292596, 'e': 0.32266794812160854}",25,0,20.362585027832562,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.4012621413897437, 'e': 0.3220226122253653}",20,12,-9.91437609847005,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.40086067841640105, 'e': 0.3213785670009146}",20,0,-5.454249667271663,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.40045961710696426, 'e': 0.3207358098669128}",25,16,5.433764259409483,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.4000589570595683, 'e': 0.320094338247179}",30,18,-9.455175737311187,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.3996586978727503, 'e': 0.31945414957068463}",20,6,24.799216908507248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.39925883914544913, 'e': 0.31881524127154326}",30,0,-105.92458856774462,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
572,False,"{'a': 0.3988593804770048, 'e': 0.3181776107890002}",20,6,-2.034183565381983,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
573,False,"{'a': 0.39846032146715826, 'e': 0.3175412555674222}",30,9,2.81037893462673,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.3980616617160508, 'e': 0.3169061730562873}",25,13,16.860657195895094,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.3976634008242239, 'e': 0.3162723607101747}",20,10,-24.307830570410363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.3972655383926187, 'e': 0.3156398159887544}",20,0,-49.90813639130478,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
577,False,"{'a': 0.39686807402257546, 'e': 0.3150085363567769}",25,0,22.939703374120068,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
578,False,"{'a': 0.39647100731583346, 'e': 0.31437851928406335}",25,11,-7.569364418291744,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.39607433787453034, 'e': 0.3137497622454952}",20,12,17.02386122819812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.3956780653012018, 'e': 0.31312226272100424}",25,13,17.071635397080556,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.3952821891987813, 'e': 0.3124960181955622}",25,3,21.067601516449646,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.3948867091705994, 'e': 0.3118710261591711}",25,8,7.0385325719870755,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.3944916248203837, 'e': 0.31124728410685276}",20,8,-0.44596088374092435,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
584,False,"{'a': 0.3940969357522582, 'e': 0.31062478953863903}",30,21,15.679674564273514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.3937026415707429, 'e': 0.31000353995956176}",20,13,-13.094806587898383,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.3933087418807537, 'e': 0.30938353287964265}",25,10,26.361120072586747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.39291523628760144, 'e': 0.30876476581388335}",20,6,13.930414752906822,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.3925221243969922, 'e': 0.3081472362822556}",35,19,14.795782985534082,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.39212940581502626, 'e': 0.3075309418096911}",20,14,12.071842760505017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.3917370801481982, 'e': 0.3069158799260717}",25,15,19.410833433875506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.39134514700339623, 'e': 0.3063020481662196}",30,17,11.343925866656221,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.3909536059879018, 'e': 0.30568944406988713}",20,11,-3.781301444957794,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.3905624567093894, 'e': 0.30507806518174735}",20,7,17.535970108246,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.390171698775926, 'e': 0.3044679090513839}",20,13,6.712204958535693,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.38978133179597063, 'e': 0.3038589732332811}",25,13,-26.244292501080142,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
596,False,"{'a': 0.3893913553783741, 'e': 0.3032512552868145}",20,3,14.10186651851019,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.38900176913237866, 'e': 0.30264475277624087}",25,8,5.409528132816062,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
598,False,"{'a': 0.38861257266761734, 'e': 0.30203946327068837}",35,5,-62.46735668110544,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",1
599,False,"{'a': 0.3882237655941139, 'e': 0.301435384344147}",25,0,11.864942361331153,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
600,False,"{'a': 0.3878353475222821, 'e': 0.3008325135754587}",30,13,-34.506332848273956,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
601,False,"{'a': 0.38744731806292565, 'e': 0.3002308485483078}",20,9,19.29008270435312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.3870596768272376, 'e': 0.2996303868512112}",20,0,-21.806687360077703,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
603,False,"{'a': 0.3866724234267998, 'e': 0.29903112607750876}",25,11,18.148620516106476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.38628555747358306, 'e': 0.29843306382535373}",30,14,-2.551707481052511,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.3858990785799462, 'e': 0.29783619769770303}",20,8,15.43357356741576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.3855129863586359, 'e': 0.2972405253023076}",30,8,21.96446326849993,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.3851272804227863, 'e': 0.296646044251703}",30,0,-19.57867095367493,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
608,False,"{'a': 0.3847419603859187, 'e': 0.2960527521631996}",25,0,1.565648622219356,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
609,False,"{'a': 0.38435702586194076, 'e': 0.29546064665887317}",25,8,6.793369408661722,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.3839724764651468, 'e': 0.29486972536555545}",25,11,1.8600785711101389,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.3835883118102169, 'e': 0.29427998591482435}",30,2,-92.71553141767855,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 2}",1
612,False,"{'a': 0.3832045315122165, 'e': 0.2936914259429947}",20,15,7.517335710706209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.38282113518659644, 'e': 0.2931040430911087}",20,11,-28.13687595449917,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.3824381224491921, 'e': 0.2925178350049265}",20,0,-16.124821660342807,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
615,False,"{'a': 0.38205549291622326, 'e': 0.29193279933491667}",20,15,-2.2935871717060556,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.3816732462042937, 'e': 0.2913489337362468}",20,14,10.716097094402736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.3812913819303908, 'e': 0.2907662358687743}",25,8,-9.870483734796853,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.38090989971188516, 'e': 0.2901847033970368}",20,0,1.5437019071764804,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.38052879916653004, 'e': 0.2896043339902427}",20,9,1.4272149888446493,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.38014807991246136, 'e': 0.2890251253222622}",20,0,-29.902350700843673,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
621,False,"{'a': 0.379767741568197, 'e': 0.2884470750716177}",25,10,13.553411202376466,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.37938778375263643, 'e': 0.2878701809214745}",25,10,20.322526541442052,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.3790082060850606, 'e': 0.28729444055963155}",25,0,-45.94103239385865,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
624,False,"{'a': 0.3786290081851312, 'e': 0.28671985167851227}",35,20,24.741322633762568,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.3782501896728905, 'e': 0.2861464119751552}",30,15,-13.019976027912657,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
626,False,"{'a': 0.3778717501687609, 'e': 0.2855741191512049}",20,2,-58.83349151574528,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
627,False,"{'a': 0.37749368929354465, 'e': 0.2850029709129025}",25,16,-5.852960209212506,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
628,False,"{'a': 0.3771160066684234, 'e': 0.2844329649710767}",25,19,10.025493991067211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.37673870191495756, 'e': 0.2838640990411345}",35,15,-38.484139794562374,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
630,False,"{'a': 0.3763617746550865, 'e': 0.28329637084305226}",30,3,38.80794988964705,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.3759852245111277, 'e': 0.2827297781013662}",25,13,5.003811207641901,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.37560905110577636, 'e': 0.28216431854516344}",25,0,-10.408673298072234,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
633,False,"{'a': 0.37523325406210545, 'e': 0.2815999899080731}",20,9,11.210734056887327,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.37485783300356484, 'e': 0.281036789928257}",25,13,-7.666693311594109,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.37448278755398123, 'e': 0.2804747163484005}",30,8,7.871136250615067,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
636,False,"{'a': 0.3741081173375577, 'e': 0.2799137669157037}",20,8,3.8527461306849426,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
637,False,"{'a': 0.3737338219788733, 'e': 0.2793539393818723}",25,13,18.981126572053462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.37335990110288264, 'e': 0.2787952315031086}",20,13,-1.4653105557266148,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.37298635433491556, 'e': 0.27823764104010235}",25,2,17.551333306024937,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.37261318130067683, 'e': 0.27768116575802215}",20,9,-12.956933530118798,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
641,False,"{'a': 0.37224038162624573, 'e': 0.2771258034265061}",20,14,10.813579638909994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.3718679549380755, 'e': 0.2765715518196531}",20,15,3.7703683488454183,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.3714959008629932, 'e': 0.2760184087160138}",25,9,-19.491916325556335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
644,False,"{'a': 0.37112421902819936, 'e': 0.27546637189858175}",30,4,32.19680307620172,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.37075290906126723, 'e': 0.2749154391547846}",20,12,3.349414516766973,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.37038197059014294, 'e': 0.27436560827647505}",20,0,-50.963011058673644,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
647,False,"{'a': 0.3700114032431447, 'e': 0.2738168770599221}",30,0,-47.889315501038666,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
648,False,"{'a': 0.36964120664896266, 'e': 0.2732692433058022}",20,11,16.578377158797654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.3692713804366584, 'e': 0.2727227048191906}",25,11,-15.567401486384457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.3689019242356647, 'e': 0.27217725940955223}",20,10,-17.319087639478777,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
651,False,"{'a': 0.3685328376757851, 'e': 0.2716329048907331}",20,14,10.119689917218825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.36816412038719337, 'e': 0.2710896390809516}",35,12,2.231379934852777,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.3677957720004335, 'e': 0.2705474598027897}",25,0,15.93702361005904,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
654,False,"{'a': 0.36742779214641896, 'e': 0.27000636488318414}",20,6,-0.33046695320992336,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.3670601804564326, 'e': 0.26946635215341774}",25,14,12.534605005164675,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.36669293656212615, 'e': 0.2689274194491109}",30,11,7.87898746321523,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
657,False,"{'a': 0.36632606009551977, 'e': 0.2683895646102127}",20,9,3.98672382917022,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.3659595506890019, 'e': 0.2678527854809923}",20,6,-6.8312197107057395,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
659,False,"{'a': 0.3655934079753287, 'e': 0.2673170799100303}",20,0,26.52482871391389,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.36522763158762384, 'e': 0.2667824457502102}",25,20,10.261711244548938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.36486222115937805, 'e': 0.2662488808587098}",30,15,29.685418297135847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.3644971763244486, 'e': 0.26571638309699236}",20,13,1.2495930955504702,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.3641324967170593, 'e': 0.26518495033079836}",20,11,-5.7431967168789395,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.3637681819717997, 'e': 0.2646545804301368}",20,7,22.726605647751263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.3634042317236252, 'e': 0.26412527126927654}",25,5,-16.505505826584056,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.3630406456078561, 'e': 0.26359702072673796}",30,14,16.396612592875535,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.36267742326017793, 'e': 0.2630698266852845}",25,17,5.977224543666932,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.36231456431664044, 'e': 0.26254368703191394}",25,9,5.237003786839905,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
669,False,"{'a': 0.36195206841365757, 'e': 0.2620185996578501}",20,8,20.306673906400402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.36158993518800714, 'e': 0.2614945624585344}",20,5,13.289236651855058,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.3612281642768303, 'e': 0.26097157333361737}",30,13,-19.72693940239554,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.3608667553176311, 'e': 0.2604496301869501}",20,0,-2.5226523388169286,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
673,False,"{'a': 0.3605057079482766, 'e': 0.2599287309265762}",20,8,20.257585505453008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.36014502180699587, 'e': 0.259408873464723}",25,14,14.626544201105894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.35978469653238, 'e': 0.25889005571779355}",20,0,21.024930742031238,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
676,False,"{'a': 0.3594247317633818, 'e': 0.25837227560635795}",30,0,-34.800439426029534,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
677,False,"{'a': 0.35906512713931527, 'e': 0.25785553105514525}",20,0,-14.431598745272932,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
678,False,"{'a': 0.35870588229985506, 'e': 0.25733981999303496}",20,9,20.238459980817286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.35834699688503663, 'e': 0.2568251403530489}",25,19,12.924406999123669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.35798847053525534, 'e': 0.2563114900723428}",30,20,16.37230906091788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.3576303028912665, 'e': 0.25579886709219807}",30,14,17.394246478261586,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.35727249359418484, 'e': 0.25528726935801366}",20,9,6.915477862366356,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.356915042285484, 'e': 0.25477669481929766}",20,11,-0.30133861293682984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.35655794860699647, 'e': 0.25426714142965906}",20,12,-11.293324959340246,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
